estagio,gene,HR,ic_inf,ic_sup,p,n,eventos,fdr
I,msh2,0.9761041703637392,0.8472716012872973,1.1245264800022612,0.7377048096598487,479,216,0.9394209685512136
I,ncor2,1.023378782868468,0.9006891336918527,1.162780913024376,0.7228304164202787,479,216,0.9394209685512136
I,bmpr2,1.0247206092764118,0.8886379864336322,1.1816424045634064,0.7369383746331489,479,216,0.9394209685512136
I,chek1,1.0246559529161121,0.8914163454273577,1.1778108256956843,0.7318223356485365,479,216,0.9394209685512136
I,erbb4,0.9750484169795499,0.8416076896252138,1.129646778628772,0.7364892371935285,479,216,0.9394209685512136
I,mmp23b,0.9772333384323302,0.8551984561834369,1.1166823219086313,0.7350741658752318,479,216,0.9394209685512136
I,mmp28,1.0275214821644696,0.8864173091748812,1.1910872964476031,0.7186746889755546,479,216,0.9394209685512136
I,pdpk1,1.025080854037679,0.8978731417101962,1.170310936479463,0.7140442575014969,479,216,0.9394209685512136
I,pik3ca,1.026276331565796,0.8886934824931157,1.1851590334357,0.7239589260401736,479,216,0.9394209685512136
I,plagl1,1.0277344337420724,0.8885647076146734,1.188701348644129,0.7125009752715208,479,216,0.9394209685512136
I,rictor,1.0258629477486099,0.8917073764454305,1.1802019534239776,0.721027830135992,479,216,0.9394209685512136
I,ahnak,0.9749819338755037,0.8491242837673937,1.1194942713992837,0.7193801858728174,479,216,0.9394209685512136
I,sf3b1,0.973598414116562,0.8374802256277791,1.1318403025692205,0.7276792413184674,479,216,0.9394209685512136
I,zfp36l1,1.0234276476715556,0.8950566192645135,1.1702099369749448,0.734873866139241,479,216,0.9394209685512136
I,st7,0.9743761607842361,0.8429699033065617,1.1262666662007232,0.7254411787562768,479,216,0.9394209685512136
I,twist1,0.97691659055576,0.8505331847433498,1.1220797048513425,0.7410971878886072,479,216,0.9412896750065687
I,cdkn1b,0.9786584464154583,0.8594440652743457,1.114409178489801,0.7448025940609374,479,216,0.9433133285638333
I,e2f1,1.0218738587188871,0.8952743696046428,1.166375603485849,0.7484776512940028,479,216,0.9433133285638333
I,bmf,0.9746585374886874,0.8339131122097678,1.139158565551645,0.7470152729278197,479,216,0.9433133285638333
I,chek2,0.9797715341462591,0.8529474593983812,1.1254529790151526,0.7726258076520807,479,216,0.9455626650229779
I,epcam,1.0194975172520286,0.8962729505914099,1.159663679459716,0.768914891891698,479,216,0.9455626650229779
I,cdkn2b,0.9770197288662257,0.8435983689365749,1.13154266976256,0.7563087940542185,479,216,0.9455626650229779
I,dll1,1.0199182309532255,0.8911903381913484,1.1672402103706463,0.7744905887604815,479,216,0.9455626650229779
I,jag2,1.020243542642758,0.8922723243819156,1.1665686112424063,0.7694596819027824,479,216,0.9455626650229779
I,lfng,0.976334459078096,0.8396282664222261,1.1352988150877301,0.7556586195220616,479,216,0.9455626650229779
I,casp10,0.9791323967414521,0.847773373891496,1.1308449638468614,0.7741699268032672,479,216,0.9455626650229779
I,eif4e,1.0192716428809814,0.896808540575953,1.1584576138336928,0.7700714211925078,479,216,0.9455626650229779
I,mapk4,1.0204021325738795,0.892059307247163,1.1672099642953784,0.7683845892564761,479,216,0.9455626650229779
I,rad51,1.0206745102293888,0.8892069653520456,1.1715792795432654,0.7711488552717184,479,216,0.9455626650229779
I,frmd3,1.0221821965994597,0.8791736117941464,1.1884529164980715,0.7754000586384747,479,216,0.9455626650229779
I,cyp17a1,1.0212727658569323,0.8912812287033348,1.1702233017949408,0.7618637735061722,479,216,0.9455626650229779
I,hsd17b11,1.0211728417639592,0.8907402330743123,1.1707049193872918,0.7637947152816978,479,216,0.9455626650229779
I,hif1a,1.0190137663830383,0.8901044263318824,1.1665923967565732,0.7848946487473061,479,216,0.9501340735421667
I,mdc1,0.9797921994205412,0.8461914250331426,1.1344865070072552,0.7848961733354417,479,216,0.9501340735421667
I,utrn,1.0173297310389489,0.8992065157145158,1.1509700647947303,0.7849778439898474,479,216,0.9501340735421667
I,ccnd2,0.9819543339379281,0.8589482204930496,1.122575599942444,0.7897129828811436,479,216,0.9521342086315047
I,ctbp2,0.9812528219579099,0.8530963541667823,1.128661605336225,0.7909885172200974,479,216,0.9521342086315047
I,bcas3,1.0188141562333919,0.8867312812178328,1.1705714086414067,0.7924716214990233,479,216,0.9521342086315047
I,rad50,1.0175069660531202,0.8900092335483374,1.1632693088350934,0.7994327897974391,479,216,0.955801061640459
I,acvr2b,0.9832645482218239,0.8641321287688358,1.1188209992461682,0.7978587263793833,479,216,0.955801061640459
I,rptor,0.9814187869138052,0.8457125483151513,1.138900962538916,0.8048945326773402,479,216,0.9599839670224863
I,arid1b,0.9843015006326274,0.8644936229909693,1.1207132341770474,0.8111465018733842,479,216,0.9635454685444261
I,cacna2d3,0.9834602295363543,0.8572890381439981,1.128200618514429,0.811821539959721,479,216,0.9635454685444261
I,ncstn,1.0164244124357762,0.88625182119337,1.1657167426796162,0.8157713886217903,479,216,0.9639554484346541
