desfecho,gene,HR,IC95_inf,IC95_sup,z,valor_p,concordancia,fdr
Sobrevida específica (DSS),mmp3,0.963454626932747,0.889589957194957,1.04345244755803,-0.914805380586367,0.360293809630703,0.507725294316046,0.552299915076532
Sobrevida específica (DSS),sgcd,0.963596104558297,0.88978312689509,1.04353232226374,-0.912001065750134,0.361768156532057,0.521330114563656,0.55282696420055
Sobrevida específica (DSS),prps2,0.965390647226345,0.892184560134052,1.04460348609045,-0.875410607953472,0.381350529948909,0.501402858099452,0.580935854034319
Sobrevida específica (DSS),rbl2,0.96682502094424,0.894943098825303,1.04448050647106,-0.855902280523406,0.392051833435284,0.523401353316391,0.595383063819422
Sobrevida específica (DSS),mmp14,1.03455708186275,0.95677854624881,1.11865839783791,0.851963031574739,0.394234610752562,0.517418666969765,0.596844348786386
Sobrevida específica (DSS),gh1,1.03346035949608,0.957220410976586,1.11577260827537,0.841760882610147,0.399921811769844,0.501776582956417,0.602713254795572
Sobrevida específica (DSS),plagl1,1.03372746156069,0.956789138546959,1.11685262899988,0.840592442351968,0.400576294087036,0.519271230351647,0.602713254795572
Sobrevida específica (DSS),bmp6,1.03330656200632,0.957057362587896,1.11563057014491,0.837719249344591,0.402188399825104,0.516784261303478,0.603282599737657
Sobrevida específica (DSS),tgfb1,1.0343432841882,0.955506726221838,1.11968445661873,0.834780380289799,0.403841374494759,0.507347863096863,0.603543347906056
Sobrevida específica (DSS),ctbp1,0.966815543586106,0.893016937296061,1.04671284080003,-0.833024854653938,0.404830711887907,0.51437080177263,0.603543347906056
Sobrevida específica (DSS),nfkb2,1.03217205918839,0.957572005031496,1.11258386228006,0.82728894330928,0.408073309140989,0.526339263101064,0.606528413890406
Sobrevida específica (DSS),mdc1,1.03335920327253,0.955561899216657,1.11749039372898,0.821712689056991,0.411240435624103,0.515759452150246,0.608616147543805
Sobrevida específica (DSS),setdb1,1.03305324763035,0.955690643802359,1.11667830940941,0.818804682792775,0.412897858795586,0.506593618385533,0.608616147543805
Sobrevida específica (DSS),prkcz,1.03326196444227,0.955301136074818,1.11758507013802,0.817488542376895,0.413649294379501,0.511010366695123,0.608616147543805
Sobrevida específica (DSS),mmp7,1.03326598970875,0.955082368351663,1.11784976968154,0.815165545742625,0.41497755682457,0.520924885627839,0.608616147543805
Sobrevida específica (DSS),ncstn,0.968240281321346,0.895654666587824,1.04670837695157,-0.811774683573765,0.416920931310437,0.512172311250415,0.608616147543805
Sobrevida específica (DSS),heyl,1.03292063238834,0.955061907597185,1.11712656983438,0.81005943466423,0.417906017217655,0.499436632942889,0.608616147543805
Sobrevida específica (DSS),maml2,1.03300569461367,0.954904448697808,1.11749480962148,0.80956499022061,0.418190236349118,0.521259075954481,0.608616147543805
Sobrevida específica (DSS),srd5a2,1.03202913890422,0.954175857992222,1.11623463811854,0.78781451415067,0.430805210022836,0.517967826305041,0.624592228748115
Sobrevida específica (DSS),adgra2,0.969009763189747,0.895873898900386,1.04811617160582,-0.786247956236541,0.431722235821806,0.512990799573521,0.624592228748115
Sobrevida específica (DSS),ptprd,0.968739522665037,0.893621624600732,1.05017183664572,-0.771217244130039,0.44057817469256,0.512022821307629,0.635524269689269
Sobrevida específica (DSS),ros1,1.03215199604448,0.952003313441696,1.11904835613143,0.767324348617127,0.442888695227716,0.510649614105921,0.636849122009894
Sobrevida específica (DSS),arid1b,1.03117542316671,0.953205894442299,1.11552263738903,0.765285879537364,0.444101330481337,0.511699750067641,0.636849122009894
Sobrevida específica (DSS),mmp24,0.968776640627799,0.892811100083465,1.05120576943807,-0.761365733766172,0.446438648383247,0.512128452630838,0.638328944618151
Sobrevida específica (DSS),mdm2,1.02972135405273,0.953338472073102,1.11222414499484,0.744793996847536,0.456396264541849,0.503249861938007,0.650664062276863
Sobrevida específica (DSS),apc,1.03023561360908,0.952099916592649,1.11478364933267,0.740210361492178,0.459172361420045,0.51287899097995,0.652718850972099
Sobrevida específica (DSS),l1cam,1.02991133621399,0.952191304524711,1.11397505461525,0.736221879059504,0.461595679337663,0.511264252507045,0.654261702017732
Sobrevida específica (DSS),sbno1,1.03013169760235,0.951123148757371,1.11570338267079,0.729147275370935,0.465911578842565,0.516819471744548,0.658470410560735
Sobrevida específica (DSS),taf4b,0.971099858017356,0.896152396318981,1.05231536300625,-0.715621272578917,0.474225234711718,0.490524684990098,0.666436452700801
Sobrevida específica (DSS),hsd3b1,0.970674160128553,0.894676490096518,1.0531273992006,-0.715542653284163,0.474273794560079,0.508632117605344,0.666436452700801
Sobrevida específica (DSS),e2f6,0.97235258671706,0.89909451062227,1.05157971906757,-0.701530500865796,0.482972006809192,0.506279195324053,0.676714359110874
Sobrevida específica (DSS),tsc2,1.02795975860517,0.951145635027274,1.11097735866842,0.695920003355758,0.486478929355525,0.492123362560059,0.679680561299577
Sobrevida específica (DSS),cyp11b2,1.02852961426773,0.949663427818362,1.11394535836339,0.691096750228041,0.489504742408038,0.50780003928744,0.681959598397523
Sobrevida específica (DSS),ran,1.02763431169455,0.949520129469362,1.11217471414965,0.675800624087925,0.499167238419485,0.501528874414858,0.693445396554341
Sobrevida específica (DSS),smad2,1.02758813707568,0.949036982065151,1.11264091854555,0.670749693670111,0.502379999810941,0.50150848942266,0.694331838794828
Sobrevida específica (DSS),pdgfa,0.972778105748879,0.897362131913489,1.05453217755751,-0.670333627783216,0.502645134833066,0.511532963767838,0.694331838794828
Sobrevida específica (DSS),ncoa2,1.02710365214044,0.949495372526198,1.11105534873065,0.667133931102662,0.504686588213629,0.507311417201721,0.69518800460976
Sobrevida específica (DSS),itgav,0.97482126681531,0.90416669953442,1.05099701495834,-0.664288369194322,0.506505763660346,0.511003571697724,0.695734040533453
Sobrevida específica (DSS),abcb11,1.02667641829907,0.948987721235649,1.11072508558798,0.655763983229497,0.511975993615941,0.504647160494132,0.701278041675617
Sobrevida específica (DSS),cyp3a5,1.02479444179771,0.951925976073212,1.10324087621989,0.650806648152685,0.51517130812859,0.493238977587628,0.703683714175644
Sobrevida específica (DSS),map3k10,0.974050405862101,0.899430120646844,1.05486148549016,-0.646558617315171,0.517917648293126,0.503933068040162,0.705464429012086
Sobrevida específica (DSS),bcl2l1,1.02591024991485,0.947331539965118,1.11100686135616,0.629171230144099,0.529236961651805,0.500030268624779,0.717551001401906
Sobrevida específica (DSS),klrg1,0.974212296048119,0.897978371479484,1.05691810394905,-0.628424654446793,0.529725790400998,0.504587858698647,0.717551001401906
Sobrevida específica (DSS),met,1.02489218215837,0.948422681920354,1.10752727140867,0.621472099740208,0.53428904619465,0.523905418578017,0.719887302980226
Sobrevida específica (DSS),cyp3a4,0.975035468093821,0.900294595813198,1.05598119600198,-0.621311225653461,0.534394869083481,0.504776883171757,0.719887302980226
Sobrevida específica (DSS),stab2,0.974221061534885,0.896239897092519,1.05898730888587,-0.613548851116951,0.539513492055268,0.505025827167388,0.724785982458863
Sobrevida específica (DSS),star,1.02550098957586,0.944756644592124,1.11314621139828,0.601815276117945,0.547297105428319,0.503264069659843,0.729819190521108
Sobrevida específica (DSS),gdf2,1.02421497064545,0.947434242581312,1.10721806215932,0.601802330878197,0.547305723400946,0.501006277342143,0.729819190521108
Sobrevida específica (DSS),braf,1.02392338935338,0.947964503219026,1.10596874007916,0.60115386245353,0.547737511086394,0.515432056821004,0.729819190521108
Sobrevida específica (DSS),mmp1,1.02352901225584,0.948034199551101,1.1050357038021,0.594898837840805,0.551911094177074,0.549752353231145,0.733381861555949
Sobrevida específica (DSS),rasgef1b,1.0244625410591,0.945622659252762,1.10987558067042,0.591518179360919,0.554173278086846,0.506934603709574,0.73439223031021
Sobrevida específica (DSS),tbl1xr1,1.0237182358058,0.946391119763517,1.1073635460392,0.584972789026107,0.558566013532297,0.50352042637991,0.737393305348273
Sobrevida específica (DSS),nf1,0.976464086530997,0.90140721603476,1.05777066715655,-0.583652967179814,0.559453816532125,0.515797133499461,0.737393305348273
Sobrevida específica (DSS),ctnna1,1.02342021817961,0.946332352934074,1.10678763093263,0.579396842155653,0.562321434383099,0.494378066242577,0.739180595197139
Sobrevida específica (DSS),rheb,1.02207242791635,0.947416819881537,1.10261083188014,0.564159337000861,0.572645698632559,0.52019226136278,0.750407954897604
Sobrevida específica (DSS),ncor2,0.978103972819141,0.905459684587831,1.05657645274408,-0.562270628829288,0.573931646486102,0.518770871452239,0.750407954897604
Sobrevida específica (DSS),col6a3,1.02203011867451,0.945494731376819,1.10476085039287,0.548697824769889,0.583212839221124,0.491189359281163,0.760509542344345
Sobrevida específica (DSS),acvrl1,0.978213495480612,0.903451553403545,1.05916209799573,-0.543016599816307,0.587118373235711,0.498340167453445,0.763566182213465
Sobrevida específica (DSS),pdgfrb,1.02179690909871,0.944253790983554,1.10570794993171,0.53548635319709,0.592313591755198,0.495189141841247,0.768223308770668
Sobrevida específica (DSS),large1,1.02170163118501,0.944180715325448,1.10558731630767,0.533277745274757,0.59384133070616,0.488678916605615,0.768223308770668
Sobrevida específica (DSS),hes5,0.978500906352459,0.901641567703964,1.06191202582948,-0.520716217315943,0.602564475338758,0.498450122865908,0.777451262376392
Sobrevida específica (DSS),prr16,0.979478337593651,0.904393631944532,1.06079673709386,-0.509559864954485,0.610359847859177,0.495467119007584,0.78448361776734
Sobrevida específica (DSS),hes7,1.02074564317597,0.943001235026939,1.10489957951429,0.508004893855101,0.611449911169855,0.511308111126623,0.78448361776734
Sobrevida específica (DSS),tulp4,1.02027725754576,0.943955351135608,1.10277004204995,0.506041248404912,0.612827693225202,0.497589629104333,0.78448361776734
Sobrevida específica (DSS),sf3b1,1.02046805688444,0.941904200064516,1.10558489393102,0.49569436539368,0.620110063101524,0.504755262725486,0.790782037974377
Sobrevida específica (DSS),mmp26,0.980824930089247,0.908137383899268,1.05933040588414,-0.492834737503161,0.622129363622324,0.502026144679085,0.790782037974377
Sobrevida específica (DSS),herc2,0.980229610338099,0.905134571366037,1.06155495478806,-0.491039447284276,0.623398547635706,0.504317911983781,0.790782037974377
Sobrevida específica (DSS),mmp23b,1.01982418572669,0.942699629055634,1.10325849054908,0.489262983182654,0.624655524305828,0.498409352881511,0.790782037974377
Sobrevida específica (DSS),nbn,1.01955246843875,0.943205373911067,1.10207942474844,0.487599376330115,0.625833637415305,0.49628560733069,0.790782037974377
Sobrevida específica (DSS),stk11,1.01948996118766,0.942489059128544,1.10278179984757,0.481732855976883,0.629995732615618,0.500348398048477,0.792327422587834
Sobrevida específica (DSS),acvr2a,0.980772660800918,0.905993229980415,1.06172428263653,-0.479793757089988,0.631374052417242,0.505332837504432,0.792327422587834
Sobrevida específica (DSS),hes1,1.01955525307452,0.941884959898955,1.10363044143242,0.47902959281085,0.631917576297046,0.498367347443042,0.792327422587834
Sobrevida específica (DSS),cdkn1a,1.01979294934479,0.940061582364814,1.10628673593615,0.471867990113002,0.637021017271855,0.512357629361307,0.795208846470731
Sobrevida específica (DSS),akr1c4,0.980009135736908,0.900660847088349,1.06634801460798,-0.46875331808895,0.639245971033981,0.519680783376718,0.795208846470731
Sobrevida específica (DSS),spaca1,0.981368576305699,0.906690954735106,1.06219685718784,-0.465736467158085,0.64140414613792,0.501088435037972,0.795208846470731
Sobrevida específica (DSS),col12a1,1.01858301193979,0.942465298782536,1.10084833208456,0.46463740503424,0.642191140941502,0.497336978746484,0.795208846470731
Sobrevida específica (DSS),fgf1,0.980991543436284,0.904671064405495,1.06375062291387,-0.464420348293325,0.642346614224823,0.516072639757653,0.795208846470731
Sobrevida específica (DSS),ldlrap1,1.01836912009658,0.941813963402796,1.10114704715071,0.456508715701124,0.648024204844765,0.495032856901061,0.800211707497702
